1, 1, 291.56, 331.05, 39.49, 119.23
1, 2, 53.82, 102.24, 48.43, 130.77
1, 3, 586.98, 628.52, 41.53, 131.63
1, 4, 250.65, 301.23, 50.58, 118.07
1, 5, 177.83, 211.03, 33.20, 99.34
2, 1, 293.23, 334.40, 41.17, 116.71
2, 2, 49.20, 99.14, 49.94, 134.04
2, 3, 598.26, 638.14, 39.88, 127.52
2, 4, 257.57, 306.48, 48.91, 121.08
2, 5, 178.33, 211.60, 33.26, 102.20
3, 1, 293.57, 335.60, 42.03, 125.48
3, 2, 44.08, 98.07, 53.99, 139.01
3, 3, 603.01, 639.70, 36.70, 134.42
3, 4, 259.20, 305.25, 46.06, 130.39
3, 5, 173.00, 209.04, 36.04, 108.89
3, 6, 221.56, 246.03, 24.47, 59.23
4, 1, 296.06, 338.15, 42.09, 119.68
4, 2, 33.55, 91.42, 57.88, 139.83
4, 4, 260.59, 304.65, 44.06, 120.62
4, 5, 166.78, 208.22, 41.43, 114.43
4, 6, 216.31, 243.35, 27.05, 64.55
5, 1, 297.17, 340.83, 43.67, 114.87
5, 2, 30.31, 89.79, 59.48, 148.61
5, 4, 252.53, 302.21, 49.68, 108.67
5, 5, 164.28, 204.49, 40.21, 114.11
5, 6, 214.92, 243.72, 28.80, 68.75
6, 1, 302.00, 340.46, 38.46, 109.04
6, 2, 23.19, 83.40, 60.22, 154.11
6, 4, 253.94, 303.47, 49.53, 113.54
6, 5, 162.42, 202.32, 39.91, 119.57
6, 6, 214.19, 243.66, 29.47, 69.81
6, 7, 55.80, 91.45, 35.65, 89.31
7, 1, 304.57, 345.41, 40.84, 113.23
7, 2, 15.54, 76.19, 60.64, 154.00
7, 4, 259.49, 307.61, 48.12, 112.61
7, 5, 162.65, 200.45, 37.80, 123.69
7, 6, 213.58, 243.50, 29.92, 63.69
8, 1, 309.34, 349.08, 39.74, 106.41
8, 2, 5.97, 67.86, 61.89, 174.16
8, 4, 259.24, 310.93, 51.68, 116.48
8, 5, 157.78, 196.54, 38.76, 116.48
8, 6, 211.56, 238.54, 26.98, 64.08
9, 1, 309.89, 349.57, 39.68, 110.84
9, 2, -0.21, 66.49, 66.70, 190.58
9, 4, 262.58, 313.54, 50.95, 116.74
9, 5, 154.92, 195.31, 40.40, 122.15
9, 6, 210.56, 235.96, 25.39, 66.79
10, 1, 309.57, 350.56, 40.99, 125.25
10, 2, -2.56, 52.32, 54.88, 193.45
10, 4, 264.49, 316.81, 52.32, 114.99
10, 5, 150.63, 194.57, 43.94, 127.08
10, 6, 210.82, 234.85, 24.03, 68.06
11, 1, 308.58, 350.27, 41.70, 118.59
11, 4, 264.24, 309.14, 44.91, 106.87
11, 5, 149.24, 194.52, 45.28, 126.87
11, 6, 210.77, 235.03, 24.26, 74.62
11, 8, 237.18, 265.06, 27.89, 77.40
12, 1, 310.20, 350.58, 40.37, 114.67
12, 4, 265.34, 312.19, 46.85, 114.01
12, 5, 140.15, 187.76, 47.61, 130.28
12, 6, 206.82, 233.37, 26.55, 73.64
12, 8, 235.35, 262.30, 26.95, 73.85
12, 2, -2.74, 46.00, 48.73, 152.29
13, 1, 312.82, 354.34, 41.52, 119.39
13, 4, 268.61, 314.04, 45.43, 125.22
13, 5, 135.37, 186.74, 51.37, 145.66
13, 6, 205.27, 231.28, 26.01, 68.63
13, 8, 236.32, 263.15, 26.83, 69.91
13, 9, 372.26, 400.23, 27.97, 59.73
14, 1, 315.19, 356.51, 41.32, 114.38
14, 4, 270.98, 314.23, 43.24, 132.74
14, 5, 126.30, 185.55, 59.26, 139.84
14, 6, 206.36, 232.05, 25.69, 67.19
14, 8, 234.12, 262.92, 28.80, 75.34
15, 1, 315.66, 357.11, 41.46, 115.60
15, 4, 274.21, 315.54, 41.33, 136.08
15, 5, 119.53, 178.06, 58.53, 144.95
15, 6, 203.80, 229.03, 25.24, 68.88
15, 8, 233.88, 265.30, 31.41, 80.87
16, 1, 317.40, 355.96, 38.56, 125.99
16, 4, 276.74, 317.48, 40.73, 125.26
16, 5, 115.80, 166.67, 50.87, 149.31
16, 6, 201.65, 227.07, 25.43, 74.50
16, 8, 233.84, 265.71, 31.87, 82.83
17, 1, 316.99, 356.92, 39.93, 131.82
17, 4, 275.76, 316.01, 40.25, 131.45
17, 5, 109.48, 162.21, 52.73, 151.71
17, 6, 197.88, 223.42, 25.54, 76.01
17, 8, 232.02, 266.16, 34.14, 87.96
18, 1, 317.40, 356.41, 39.01, 127.17
18, 4, 272.36, 315.55, 43.20, 128.17
18, 5, 92.67, 141.91, 49.24, 150.14
18, 6, 194.59, 220.66, 26.06, 76.25
18, 8, 229.50, 264.60, 35.10, 88.62
18, 10, 369.10, 397.75, 28.65, 57.53
19, 1, 318.06, 354.96, 36.91, 123.88
19, 4, 272.00, 314.30, 42.30, 128.06
19, 5, 88.07, 145.65, 57.58, 164.48
19, 6, 192.64, 217.86, 25.22, 73.78
19, 8, 227.05, 261.49, 34.44, 85.29
19, 10, 367.81, 397.05, 29.25, 59.26
20, 1, 319.45, 359.36, 39.91, 131.07
20, 4, 272.64, 317.47, 44.83, 125.99
20, 5, 81.32, 141.40, 60.08, 181.82
20, 6, 189.11, 215.79, 26.68, 80.61
20, 8, 223.15, 260.07, 36.92, 85.62
20, 10, 371.49, 400.07, 28.58, 57.85
21, 1, 318.56, 359.15, 40.59, 130.02
21, 4, 274.04, 317.95, 43.91, 130.80
21, 5, 82.74, 138.25, 55.51, 178.98
21, 6, 187.43, 211.31, 23.89, 78.41
21, 8, 219.59, 257.31, 37.72, 85.22
21, 10, 373.93, 400.96, 27.03, 59.19
22, 1, 319.59, 360.50, 40.91, 121.96
22, 4, 274.71, 316.56, 41.85, 134.19
22, 5, 77.18, 134.12, 56.93, 188.50
22, 6, 187.21, 210.58, 23.37, 77.79
22, 8, 219.31, 254.77, 35.46, 80.76
22, 10, 375.41, 400.53, 25.12, 61.04
23, 1, 319.73, 362.38, 42.64, 124.55
23, 4, 275.70, 316.58, 40.88, 138.67
23, 5, 59.21, 133.68, 74.46, 202.01
23, 6, 182.25, 209.21, 26.96, 85.76
23, 8, 217.36, 251.58, 34.22, 79.69
24, 1, 321.59, 361.57, 39.98, 122.99
24, 4, 270.42, 315.56, 45.14, 136.15
