137
162
1,1,123,28,175,168
2,1,120,30,174,170
3,1,123,29,174,168
4,1,121,31,177,168
5,1,121,31,177,168
6,1,121,31,177,168
7,1,121,31,177,168
8,1,121,31,177,168
9,1,121,31,177,168
10,1,121,31,177,168
11,1,121,31,177,168
12,1,121,31,177,168
13,1,125,28,185,170
14,1,125,28,185,170
15,1,125,28,185,170
16,1,125,28,185,170
17,1,125,28,185,170
18,1,125,28,185,170
19,1,125,28,185,170
20,1,125,28,185,170
21,1,125,28,185,170
22,1,125,28,185,170
23,1,137,28,188,176
24,1,137,28,188,176
25,1,137,28,188,176
26,1,133,30,190,176
27,1,133,30,190,176
28,1,133,30,190,176
29,1,139,32,192,172
30,1,139,32,192,172
31,1,139,32,192,172
32,1,138,24,190,174
33,1,138,24,190,174
34,1,139,28,194,173
35,1,139,28,194,173
36,1,139,35,195,174
37,1,139,35,195,174
38,1,139,35,195,174
39,1,138,32,199,175
40,1,138,32,199,175
41,1,138,32,199,175
42,1,136,37,204,174
43,1,136,37,204,174
44,1,143,38,203,172
45,1,143,38,203,172
46,1,151,33,205,175
47,1,146,33,209,175
48,1,151,35,206,176
49,1,151,34,209,175
50,1,155,38,209,174
51,1,153,34,211,175
52,1,155,38,209,176
53,1,153,37,213,175
54,1,153,37,213,175
55,1,154,38,224,176
56,1,155,40,225,176
57,1,154,37,227,177
58,1,155,40,230,177
59,1,154,39,230,179
60,1,156,38,229,179
61,1,154,38,231,179
62,1,156,39,229,178
63,1,157,38,233,178
64,1,153,37,237,177
65,1,156,35,235,178
66,1,161,36,237,181
67,1,158,34,242,179
68,1,164,34,244,179
69,1,169,39,244,180
70,1,177,38,247,176
71,1,173,38,248,176
72,1,184,42,249,177
73,1,184,42,249,177
74,1,183,38,254,184
75,1,183,38,254,184
76,1,190,42,256,187
77,1,190,42,256,187
78,1,193,37,255,188
79,1,193,37,255,188
80,1,196,41,260,192
81,1,196,41,260,192
82,1,189,40,263,191
83,1,189,40,263,191
84,1,195,41,264,192
85,1,194,42,264,194
86,1,197,43,262,194
87,1,194,41,265,194
88,1,196,42,267,193
89,1,196,42,267,193
90,1,199,42,271,198
91,1,199,42,271,198
92,1,199,45,269,200
93,1,199,45,269,200
94,1,206,48,272,197
95,1,206,48,272,197
96,1,205,42,274,196
97,1,205,42,274,196
98,1,213,43,277,196
99,1,213,43,277,196
100,1,217,45,279,196
101,1,217,45,279,196
102,1,218,46,281,199
103,1,218,46,281,199
104,1,217,45,287,200
105,1,217,45,287,200
106,1,217,44,292,206
107,1,217,44,292,206
108,1,212,45,293,206
109,1,212,45,293,206
110,1,217,40,295,209
111,1,217,40,295,209
112,1,217,40,295,209
113,1,217,40,295,209
114,1,224,48,299,209
115,1,224,48,299,209
116,1,224,48,302,212
117,1,224,48,302,212
118,1,232,45,304,214
119,1,232,45,304,214
120,1,220,42,311,213
121,1,220,42,311,213
122,1,231,45,309,213
123,1,231,51,312,214
124,1,231,51,312,214
125,1,230,45,311,216
126,1,230,45,311,216
127,1,234,49,314,211
128,1,234,49,314,211
129,1,234,45,312,214
130,1,234,45,312,214
131,1,225,46,311,215
132,1,232,52,308,214
133,1,227,50,308,211
134,1,227,50,308,211
135,1,224,57,302,214
136,1,221,64,303,215
137,1,217,68,301,217
138,1,208,74,298,214
139,1,208,86,294,216
140,1,203,91,286,218
141,1,194,97,287,216
142,1,195,106,283,224
143,1,177,117,290,223
144,1,167,128,294,228
145,1,152,128,299,229
146,8,151,138,297,227
147,8,156,141,295,229
148,8,152,146,294,228
149,8,142,147,292,226
150,8,139,144,287,222
151,8,136,147,287,223
152,8,132,145,286,221
153,8,130,152,282,225
154,8,127,151,282,222
155,8,118,154,279,222
156,8,120,156,269,215
157,8,117,160,270,208
158,8,118,157,268,210
159,7,112,158,265,209
160,7,116,156,261,212
161,7,116,156,261,212
162,7,116,156,261,212
163,7,116,156,261,212
164,7,116,156,261,212
165,7,116,156,261,212
166,7,116,156,261,212
167,7,116,156,261,212
168,7,116,156,261,212
169,7,116,156,261,212
170,7,116,156,261,212
171,7,116,156,261,212
172,7,116,156,261,212
173,7,116,156,261,212
174,7,116,156,261,212
175,7,110,156,266,217
176,7,110,156,266,217
177,7,110,156,266,217
178,7,110,156,266,217
179,7,110,156,266,217
180,7,110,156,266,217
181,7,110,156,266,217
182,7,110,156,266,217
183,7,110,156,266,217
184,7,110,156,266,217
185,7,110,156,266,217
186,7,110,156,266,217
187,7,110,156,266,217
188,7,110,156,266,217
189,7,110,156,266,217
190,7,110,156,266,217
191,7,110,156,266,217
192,7,110,156,266,217
193,7,110,156,266,217
194,7,110,156,266,217
195,7,110,156,266,217
196,7,110,156,266,217
197,7,110,156,266,217
198,7,110,156,266,217
199,7,110,156,266,217
200,7,110,156,266,217
201,7,110,156,266,217
202,7,110,156,266,217
203,7,110,156,266,217
204,7,110,156,266,217
205,7,110,156,266,217
206,7,110,156,266,217
207,7,110,156,266,217
208,7,110,156,266,217
209,7,110,156,266,217
210,7,110,156,266,217
211,7,110,156,266,217
212,7,110,156,266,217

