123
138
1,1,194,52,258,125
2,1,198,52,257,126
3,1,198,52,257,126
4,1,198,52,257,126
5,1,198,52,257,126
6,1,198,52,257,126
7,1,198,52,257,126
8,1,198,52,257,126
9,1,198,52,257,126
10,1,198,52,257,126
11,1,198,52,257,126
12,1,198,52,257,126
13,1,198,52,257,126
14,1,198,52,257,126
15,1,198,52,257,126
16,1,198,52,257,126
17,1,198,52,257,126
18,1,198,52,257,126
19,1,198,52,257,126
20,1,198,52,257,126
21,1,198,52,257,126
22,1,198,52,257,126
23,1,198,52,257,126
24,1,194,55,257,126
25,1,194,55,257,126
26,1,193,57,261,129
27,1,193,57,261,129
28,1,190,59,264,123
29,1,191,59,262,126
30,1,191,59,262,126
31,1,190,59,265,131
32,1,191,62,265,125
33,1,191,62,265,125
34,1,191,62,265,125
35,1,191,62,265,125
36,1,191,62,265,125
37,1,191,62,265,125
38,1,185,68,265,122
39,1,188,68,263,134
40,1,185,65,265,128
41,1,185,65,265,128
42,1,185,64,264,128
43,1,185,63,262,132
44,1,185,63,262,132
45,1,187,63,260,131
46,1,187,63,260,131
47,1,187,64,260,129
48,1,187,64,260,129
49,1,187,58,256,127
50,1,187,58,256,127
51,1,184,55,256,139
52,1,184,56,257,134
53,1,184,56,257,134
54,1,187,53,250,128
55,1,187,53,250,128
56,1,181,52,255,129
57,1,181,52,255,129
58,1,191,58,249,131
59,1,191,58,249,131
60,1,182,56,252,131
61,1,182,56,252,131
62,1,182,56,252,131
63,1,179,59,245,128
64,1,179,59,245,128
65,1,182,52,247,157
66,1,182,52,247,157
67,1,180,49,242,154
68,1,184,53,239,153
69,1,177,47,240,153
70,1,182,49,243,154
71,1,176,50,238,158
72,1,175,50,240,147
73,1,173,45,238,167
74,1,171,48,236,164
75,1,175,48,234,162
76,1,169,49,234,162
77,1,165,49,233,169
78,1,169,48,232,161
79,1,167,48,232,165
80,1,166,46,230,164
81,1,163,44,230,162
82,1,163,41,231,163
83,1,157,42,233,157
84,1,157,43,230,161
85,1,156,42,229,162
86,8,153,41,229,158
87,8,154,39,230,161
88,8,147,37,228,163
89,8,147,38,226,160
90,8,145,35,229,160
91,8,143,35,229,160
92,8,145,40,223,159
93,8,143,35,226,162
94,8,141,39,222,158
95,8,143,35,220,157
96,8,142,34,217,163
97,8,142,38,224,166
98,8,136,33,219,159
99,8,142,32,219,162
100,8,139,34,215,164
101,8,136,35,215,160
102,8,131,36,216,160
103,8,131,36,213,159
104,8,128,37,212,161
105,8,122,34,217,158
106,8,116,37,210,161
107,8,116,38,204,157
108,8,121,35,206,157
109,8,116,39,203,161
110,8,108,40,199,155
111,8,114,41,198,157
112,8,108,37,200,158
113,8,108,39,203,157
114,8,103,41,197,155
115,8,102,42,191,153
116,8,105,42,184,152
117,8,107,47,191,156
118,8,104,43,188,160
119,8,103,47,184,157
120,8,99,42,188,159
121,8,86,48,182,157
122,8,82,47,187,164
123,8,71,47,186,163
124,8,68,48,184,163
125,8,64,46,178,164
126,8,53,50,181,164
127,8,54,54,178,170
128,8,58,62,176,170
129,8,54,62,182,172
130,8,51,62,189,174
131,8,58,73,178,174
132,8,56,71,179,174
133,8,57,78,177,165
134,8,51,74,171,164
135,8,51,79,164,165
136,8,55,82,157,161
137,8,54,76,154,167
138,8,57,84,142,153
139,8,58,87,159,156
140,8,49,86,165,153
141,8,48,83,154,155
142,8,44,82,149,157
143,8,46,85,142,157
144,8,50,85,142,156
145,8,52,82,145,158
146,8,50,81,145,158
147,8,50,81,145,158
148,8,50,81,145,158
149,8,50,81,145,158
150,8,50,81,145,158
151,8,50,81,145,158
152,8,50,81,145,158
153,8,55,84,148,169
154,8,48,85,141,169
155,8,48,85,141,169
156,8,48,85,141,169
157,8,48,85,141,169
158,8,48,85,141,169
159,8,48,85,141,169
160,8,48,85,141,169
161,8,48,85,141,169
162,8,48,85,141,169
163,8,48,85,141,169
164,8,48,85,141,169
165,8,48,85,141,169
166,8,48,85,141,169
167,8,48,85,141,169
168,8,48,85,141,169
169,8,48,85,141,169
170,8,48,85,141,169
171,8,48,85,141,169
172,8,48,85,141,169
173,8,48,85,141,169
174,8,48,85,141,169
175,8,48,85,141,169
176,8,48,85,141,169
177,8,48,85,141,169
178,8,48,85,141,169
179,8,48,85,141,169
180,8,48,85,141,169
181,8,48,85,141,169
182,8,48,85,141,169
183,8,48,85,141,169
184,8,48,85,141,169
185,8,48,85,141,169
186,8,48,85,141,169
187,8,48,85,141,169
188,8,48,85,141,169
189,8,48,85,141,169
190,8,48,85,141,169
191,8,48,85,141,169
192,8,48,85,141,169
192,8,48,85,141,169
